cycle,underlying,entry_date,expiry,exit_date,strike,dte_entry,spot_entry,spot_exit,entry_premium,exit_premium,entry_iv,entry_delta,pnl_per_share,pnl_dollars,collateral,return_pct,outcome,param_delta,param_dte,param_pt,param_manage
10,XLV,2025-02-14 00:00:00,2025-03-21,2025-03-21 00:00:00,140.0,35,144.8,146.6,0.62,0.0,0.13491824169158934,-0.18409774093922412,0.6076,60.760000000000005,14000.0,0.00434,expired_worthless,0.2,35,1.0,
12,XLV,2025-04-11 00:00:00,2025-05-16,2025-05-16 00:00:00,128.0,35,136.87,133.09,1.7,0.0,0.3082260089874267,-0.21715364758563815,1.666,166.6,12800.0,0.013015625,expired_worthless,0.2,35,1.0,
13,XLV,2025-05-16 00:00:00,2025-06-20,2025-06-20 00:00:00,126.0,35,133.09,132.6,0.88,0.0,0.21162073287963867,-0.1802436675035162,0.8623999999999999,86.24,12600.0,0.006844444444444444,expired_worthless,0.2,35,1.0,
14,XLV,2025-06-13 00:00:00,2025-07-18,2025-07-18 00:00:00,129.0,35,136.13,131.84,0.68,0.0,0.18882837257385254,-0.15841296976642313,0.6664,66.64,12900.0,0.005165891472868217,expired_worthless,0.2,35,1.0,
15,XLV,2025-07-11 00:00:00,2025-08-15,2025-08-15 00:00:00,131.0,35,135.19,136.21,1.03,0.0,0.16642701091766354,-0.24340207558902635,1.0094,100.94000000000001,13100.0,0.007705343511450383,expired_worthless,0.2,35,1.0,
16,XLV,2025-08-15 00:00:00,2025-09-19,2025-09-19 00:00:00,130.0,35,136.21,137.29,0.66,0.0,0.17114760437011717,-0.16753259197425344,0.6468,64.68,13000.0,0.004975384615384616,expired_worthless,0.2,35,1.0,
17,XLV,2025-09-12 00:00:00,2025-10-17,2025-10-17 00:00:00,133.0,35,138.11,143.27,0.8,0.0,0.16204973335266112,-0.20140778459119812,0.784,78.4,13300.0,0.005894736842105263,expired_worthless,0.2,35,1.0,
18,XLV,2025-10-17 00:00:00,2025-11-21,2025-11-21 00:00:00,138.0,35,143.27,154.61,1.23,0.0,0.19193728866577148,-0.2384437396931494,1.2054,120.54,13800.0,0.008734782608695653,expired_worthless,0.2,35,1.0,
19,XLV,2025-11-14 00:00:00,2025-12-19,2025-12-19 00:00:00,145.0,35,151.83,154.94,1.03,0.0,0.1933105522155762,-0.19781389097583343,1.0094,100.94000000000001,14500.0,0.006961379310344828,expired_worthless,0.2,35,1.0,
20,XLV,2025-12-12 00:00:00,2026-01-16,2026-01-16 00:00:00,148.0,35,154.06,155.74,1.09,0.0,0.18238166313171383,-0.214059135716853,1.0682,106.82000000000001,14800.0,0.007217567567567568,expired_worthless,0.2,35,1.0,
21,XLV,2026-01-16 00:00:00,2026-02-20,2026-02-20 00:00:00,150.0,35,155.74,156.82,1.02,0.0,0.17024163188934327,-0.2129955523143762,0.9996,99.96000000000001,15000.0,0.006664000000000001,expired_worthless,0.2,35,1.0,
22,XLV,2026-02-13 00:00:00,2026-03-20,2026-03-20 00:00:00,152.0,35,157.67,145.33,0.9,6.6699999999999875,0.15851167240142822,-0.20264925781334614,-5.787999999999988,-578.7999999999988,15200.0,-0.038078947368420976,assigned,0.2,35,1.0,
23,XLV,2026-03-13 00:00:00,2026-04-17,2026-04-17 00:00:00,143.0,35,149.79,146.61,1.41,0.0,0.22345559444427493,-0.22693413464290946,1.3818,138.17999999999998,14300.0,0.009662937062937062,expired_worthless,0.2,35,1.0,
1,XLV,2024-05-17 00:00:00,2024-06-21,2024-06-21 00:00:00,144.0,35,146.31,146.81,0.83,0.0,0.10574592781066894,-0.2761681809753709,0.8133999999999999,81.33999999999999,14400.0,0.00564861111111111,expired_worthless,0.3,35,1.0,
2,XLV,2024-06-14 00:00:00,2024-07-19,2024-07-19 00:00:00,144.0,35,145.88,147.87,1.17,0.0,0.11910663776397706,-0.3256578579484874,1.1465999999999998,114.65999999999998,14400.0,0.007962499999999999,expired_worthless,0.3,35,1.0,
3,XLV,2024-07-12 00:00:00,2024-08-16,2024-08-16 00:00:00,146.0,35,148.27,152.87,0.84,0.0,0.10434405460357668,-0.27868329932904734,0.8231999999999999,82.32,14600.0,0.005638356164383561,expired_worthless,0.3,35,1.0,
4,XLV,2024-08-16 00:00:00,2024-09-20,2024-09-20 00:00:00,151.0,35,152.87,155.28,1.2,0.0,0.11558764991760252,-0.32778711575762254,1.176,117.6,15100.0,0.007788079470198675,expired_worthless,0.3,35,1.0,
5,XLV,2024-09-13 00:00:00,2024-10-18,2024-10-18 00:00:00,153.0,35,156.16,153.13,1.23,0.0,0.139352738571167,-0.28592191264296224,1.2054,120.54,15300.0,0.00787843137254902,expired_worthless,0.3,35,1.0,
6,XLV,2024-10-11 00:00:00,2024-11-15,2024-11-15 00:00:00,151.0,35,153.89,141.84,1.68,9.159999999999997,0.163098754119873,-0.32251161754129726,-7.513599999999997,-751.3599999999997,15100.0,-0.04975894039735097,assigned,0.3,35,1.0,
7,XLV,2024-11-15 00:00:00,2024-12-20,2024-12-20 00:00:00,139.0,35,141.84,138.0,1.29,1.0,0.15016718902587894,-0.3003869939096345,0.2642,26.419999999999998,13900.0,0.0019007194244604316,assigned,0.3,35,1.0,
8,XLV,2024-12-13 00:00:00,2025-01-17,2025-01-17 00:00:00,138.0,35,140.99,140.18,1.11,0.0,0.14207065601348878,-0.28165922112855063,1.0878,108.78000000000002,13800.0,0.007882608695652176,expired_worthless,0.3,35,1.0,
9,XLV,2025-01-17 00:00:00,2025-02-21,2025-02-21 00:00:00,137.0,35,140.18,146.43,0.85,0.0,0.12832848396301272,-0.25042069937434774,0.833,83.3,13700.0,0.00608029197080292,expired_worthless,0.3,35,1.0,
10,XLV,2025-02-14 00:00:00,2025-03-21,2025-03-21 00:00:00,142.0,35,144.8,146.6,1.05,0.0,0.13083659725189212,-0.2820699209761865,1.029,102.89999999999999,14200.0,0.007246478873239436,expired_worthless,0.3,35,1.0,
12,XLV,2025-04-11 00:00:00,2025-05-16,2025-05-16 00:00:00,132.0,35,136.87,133.09,2.52,0.0,0.2830876567840577,-0.31128394666588094,2.4696,246.95999999999998,13200.0,0.018709090909090908,expired_worthless,0.3,35,1.0,
13,XLV,2025-05-16 00:00:00,2025-06-20,2025-06-20 00:00:00,129.0,35,133.09,132.6,1.44,0.0,0.1975257083892822,-0.2773958614921157,1.4112,141.12,12900.0,0.01093953488372093,expired_worthless,0.3,35,1.0,
14,XLV,2025-06-13 00:00:00,2025-07-18,2025-07-18 00:00:00,132.0,35,136.13,131.84,1.5,0.1599999999999966,0.19830770568847655,-0.2803081457297781,1.3100000000000034,131.00000000000034,13200.0,0.00992424242424245,assigned,0.3,35,1.0,
15,XLV,2025-07-11 00:00:00,2025-08-15,2025-08-15 00:00:00,133.0,35,135.19,136.21,1.66,0.0,0.16715178890228272,-0.3445421254280658,1.6267999999999998,162.67999999999998,13300.0,0.01223157894736842,expired_worthless,0.3,35,1.0,
16,XLV,2025-08-15 00:00:00,2025-09-19,2025-09-19 00:00:00,133.0,35,136.21,137.29,1.14,0.0,0.1535145189285278,-0.2778991650257167,1.1172,111.72,13300.0,0.0084,expired_worthless,0.3,35,1.0,
17,XLV,2025-09-12 00:00:00,2025-10-17,2025-10-17 00:00:00,135.0,35,138.11,143.27,1.1,0.0,0.14665773773193358,-0.2773328389807856,1.078,107.80000000000001,13500.0,0.007985185185185185,expired_worthless,0.3,35,1.0,
18,XLV,2025-10-17 00:00:00,2025-11-21,2025-11-21 00:00:00,140.0,35,143.27,154.61,1.6,0.0,0.17763246002197264,-0.307670063441531,1.568,156.8,14000.0,0.011200000000000002,expired_worthless,0.3,35,1.0,
19,XLV,2025-11-14 00:00:00,2025-12-19,2025-12-19 00:00:00,149.0,35,151.83,154.94,1.73,0.0,0.16696105785369875,-0.32690244457442064,1.6954,169.54,14900.0,0.011378523489932886,expired_worthless,0.3,35,1.0,
20,XLV,2025-12-12 00:00:00,2026-01-16,2026-01-16 00:00:00,150.0,35,154.06,155.74,1.46,0.0,0.1720821865081787,-0.2793646473976847,1.4307999999999998,143.07999999999998,15000.0,0.009538666666666666,expired_worthless,0.3,35,1.0,
21,XLV,2026-01-16 00:00:00,2026-02-20,2026-02-20 00:00:00,153.0,35,155.74,156.82,1.75,0.0,0.1623167568206787,-0.33046190607043596,1.7149999999999999,171.5,15300.0,0.011209150326797385,expired_worthless,0.3,35,1.0,
22,XLV,2026-02-13 00:00:00,2026-03-20,2026-03-20 00:00:00,154.0,35,157.67,145.33,1.27,8.669999999999987,0.14966175174713137,-0.27538480988873093,-7.425399999999987,-742.5399999999987,15400.0,-0.04821688311688303,assigned,0.3,35,1.0,
23,XLV,2026-03-13 00:00:00,2026-04-17,2026-04-17 00:00:00,146.0,35,149.79,146.61,2.36,0.0,0.22678385124206546,-0.32866841214970927,2.3127999999999997,231.27999999999997,14600.0,0.015841095890410956,expired_worthless,0.3,35,1.0,
